File generated by Rfunction: Gera.fluxnew.yy.func1 
 TimeStamp at the begining of period
 version 1: Block average, density(WPL) corrections,and flow rotation
 yy jday hhdec(GMT) alfa(deg) beta(deg)  u(m/s) v(m/s) w(m/s)  H(W/m2) LE(W/m2) ustr(m/s)  wco2(mg/m2/s) MOL(m)
2011 192 2 57.3 15 2.07 0 0 302.17 -17.2 1.1 0.13 0.121 11.2
2011 192 2.5 45.8 16.3 2.01 0 0 301.68 -26.4 -1.7 0.22 0.205 36.1
2011 192 3 49.5 15.1 1.83 0 0 301.35 -17.8 -7.2 0.16 0.152 23.4
2011 192 3.5 32.4 14 1.81 0 0 301.22 -17 -3.9 0.14 0.116 13.5
2011 192 4 19.6 17.3 2.4 0 0 301.02 -45 12.2 0.19 0.484 14.8
2011 192 4.5 33.1 18.1 2.07 0 0 300.78 -31.5 8.2 0.24 0.247 40.9
2011 192 5 35.5 17.5 1.89 0 0 300.44 -29.9 31.8 0.22 0.228 32.9
2011 192 5.5 30.4 17 2.06 0 0 300.2 -29.9 20.9 0.21 0.207 30.4
2011 192 6 31.3 16.6 1.89 0 0 299.91 -19.5 5.7 0.13 0.127 10.2
2011 192 6.5 60.6 15.7 2.03 0 0 299.57 -13.6 7.2 0.14 0.113 16.9
2011 192 7 61.2 13.2 1.94 0 0 299.28 -11.4 3 0.12 0.117 15.3
2011 192 7.5 52.8 15.2 2.1 0 0 298.97 -13.5 1.3 0.12 0.084 13.3
2011 192 8 39.7 14.4 1.87 0 0 298.71 -15 0.9 0.12 0.095 11.4
2011 192 8.5 40.2 15.3 1.93 0 0 298.48 -12.4 1.7 0.12 0.095 13.8
2011 192 9 48.8 14.6 1.85 0 0 298.31 -8.9 -2.5 0.1 0.03 12.1
2011 192 9.5 43.9 14.1 1.69 0 0 298.27 -6.8 0.6 0.07 0.061 4.5
2011 192 10 57.9 15.9 2.02 0 0 298.2 -16.5 -4.7 0.15 0.045 20.3
2011 192 10.5 47.7 15.8 1.88 0 0 298.38 -22.3 13.9 0.24 0.056 54.6
2011 192 11 36.2 16.9 1.71 0 0 298.9 -22.1 26.1 0.27 0.147 79.6
2011 192 11.5 41.1 16.9 1.45 0 0 299.7 -1.6 58.9 0.25 0.111 974.6
2011 192 12 27.3 18 1.76 0 0 300.62 -0.6 77.3 0.25 0.173 2332.9
2011 192 12.5 8 20.1 2.33 0 0 301.79 19.8 187.2 0.38 0.018 -261
2011 192 13 1.8 19.9 2.49 0 0 302.45 45.8 231.8 0.49 -0.322 -236.6
2011 192 13.5 3 21.3 2.62 0 0 303.15 60.3 252.4 0.44 -0.586 -134.8
2011 192 14 19.9 20.8 2.24 0 0 303.77 87.9 267.2 0.48 -0.811 -119.5
2011 192 14.5 44.5 18.6 2.38 0 0 304.37 100.9 323.2 0.46 -0.761 -87.4
2011 192 15 20.4 20.7 2.74 0 0 304.9 78.9 341.9 0.47 -0.637 -124.8
2011 192 15.5 21.9 24.1 3.09 0 0 305.31 123.7 374.7 0.5 -1.096 -93
2011 192 16 22.6 20.8 2.24 0 0 305.73 100.3 355.5 0.47 -0.971 -95.8
2011 192 16.5 50.7 20.2 2.27 0 0 306.3 120.3 325.9 0.38 -0.875 -41.5
2011 192 17 16.9 23.6 2.49 0 0 306.59 120.2 348.7 0.5 -0.795 -98.4
2011 192 17.5 68.6 18.6 2.6 0 0 306.93 153.8 428.5 0.6 -1.074 -128.2
2011 192 18 54.4 22.1 2.81 0 0 307.22 135 393.8 0.43 -0.84 -55.8
2011 192 18.5 42.1 17.7 1.88 0 0 307.41 75.6 338.6 0.43 -0.468 -97.5
2011 192 19 65 20.4 2.29 0 0 307.26 28.4 248.1 0.4 -0.16 -217.8
2011 192 19.5 39.8 19.6 2.59 0 0 307.68 81.3 391 0.6 -0.726 -243.3
2011 192 20 45.7 19.1 2.8 0 0 307.82 37.9 289.7 0.59 -0.494 -501.6
2011 192 20.5 31.9 20.1 2.58 0 0 307.84 10.7 262.9 0.49 -0.293 -1027.7
2011 192 21 26 19.6 2.78 0 0 307.95 -5.1 214.8 0.46 -0.144 1786.9
2011 192 21.5 32.2 21 3.04 0 0 307.97 -9.9 190.9 0.52 -0.142 1330.3
2011 192 22 43.5 22.3 3.1 0 0 307.97 -12.3 102.4 0.51 0.017 1003.4
2011 192 22.5 43.6 19.3 2.76 0 0 307.85 -30.1 74.3 0.47 0.181 331
2011 192 23 29.7 19.2 2.75 0 0 307.88 -35.9 63.6 0.49 0.285 301.2
2011 192 23.5 32.8 18.4 2.21 0 0 307.53 -37.4 34.4 0.32 0.285 79.6
2011 193 0 16 18.5 2.73 0 0 307.33 -34.9 24.7 0.36 0.58 125.8
2011 193 0.5 143.4 8.7 4.63 0 0 301.14 -191.9 -664.1 1.29 3.568 1022.2
2011 193 1 121.2 10.4 1.88 0 0 298.33 -31.5 267 0.2 0.436 22.9
2011 193 1.5 138.5 7.4 3.26 0 0 298.65 -62.5 202.6 0.36 -0.41 70.2
2011 193 2 77.2 19 1.32 0 0 299.22 -13.6 29.7 0.23 0.388 81.4
2011 193 2.5 6.3 18.3 2 0 0 299.73 -29.2 33.4 0.27 0.535 59.9
2011 193 3 63.5 17.1 1.53 0 0 299.59 -10.3 -5.3 0.13 0.103 21
2011 193 3.5 8.4 16.8 0.83 0 0 299.37 -6.7 -1 0.09 0.077 9.4
2011 193 4 115.1 8.1 1.04 0 0 299.65 -6.7 3 0.09 0.335 10.1
2011 193 4.5 96.7 13 1.14 0 0 299.64 -23.6 4.7 0.18 0.853 21.8
2011 193 5 100.1 17.5 1.27 0 0 299.71 -1.2 -0.2 0.09 0.174 52.2
2011 193 5.5 57.9 17.2 0.88 0 0 299.19 -13.5 -2.3 0.11 0.787 9.3
2011 193 6 37.4 14.9 1.19 0 0 299.35 -7.2 0.3 0.09 0.136 9.8
2011 193 6.5 23.7 11.7 1.18 0 0 298.93 -20.6 9.2 0.15 0.855 14.5
2011 193 7 23.2 13.2 0.87 0 0 298.94 -7.4 1.2 0.09 0.201 8.7
2011 193 7.5 39.4 17.6 1.11 0 0 298.96 0.2 -1.6 0.07 -0.178 -209.3
2011 193 8 105.8 14.2 1.05 0 0 299.01 3.7 6 0.14 -0.09 -70.5
2011 193 8.5 23.8 14.2 0.79 0 0 299.15 -2.5 0.6 0.04 0.013 2.7
2011 193 9 88.6 10.9 1.1 0 0 299.32 -5.2 2.1 0.06 0.449 3.5
2011 193 9.5 82.7 16.1 0.3 0 0 299.22 2.1 3.4 0.08 -0.014 -26.2
2011 193 10 42.5 11.6 0.65 0 0 299.27 0.7 4.4 0.11 -0.125 -178.1
2011 193 10.5 119.4 8.2 1.09 0 0 299.35 -9.6 9 0.11 0.315 11.7
2011 193 11 104.6 8.8 0.68 0 0 300.17 -9.5 25.5 0.14 0.231 25.3
2011 193 11.5 148.1 10.7 1.45 0 0 300.55 -10.6 128.5 0.26 0.984 159.6
2011 193 12 207 2.5 0.92 0 0 300.93 -13.7 157.1 0.29 0.451 160.5
2011 193 12.5 232.4 0.5 1.91 0 0 301.43 -47.3 427.2 0.43 0.562 154.4
2011 193 13 263 5.5 1.95 0 0 301.95 32.2 391.9 0.55 -0.162 -481.7
2011 193 13.5 252.5 1.9 2.2 0 0 302.4 55 433.1 0.62 -0.157 -400
2011 193 14 246.4 5.6 2 0 0 303.05 80.2 477.4 0.66 -0.165 -340
2011 193 14.5 202.8 5.2 1.98 0 0 303.62 96.6 483.2 0.56 -0.318 -172.2
2011 193 15 198.8 8.6 2.51 0 0 304.17 135.7 446.9 0.62 -0.638 -160.3
2011 193 15.5 206.6 1.3 2.17 0 0 304.73 163.8 579.2 0.67 -0.462 -172.5
2011 193 16 158.8 13.4 3.45 0 0 305.02 111 462.9 0.66 -0.188 -236.1
2011 193 16.5 200.1 5.4 2.98 0 0 305.38 209.1 602.6 0.78 -0.51 -214.2
2011 193 17 185 7.4 3.59 0 0 305.79 206.5 647.6 0.92 -0.552 -349.1
2011 193 17.5 199.2 6.9 3.62 0 0 306.17 169.9 499.9 0.86 -0.451 -350.4
2011 193 18 204.5 4 3 0 0 306.43 149.4 615.4 0.86 -0.395 -396.8
2011 193 18.5 188.2 5.2 2.99 0 0 306.78 109.9 456 0.72 -0.307 -308.1
2011 193 19 210.2 3.6 3.19 0 0 306.86 88.6 529.4 0.79 -0.151 -509.1
2011 193 19.5 182.2 7.1 2.65 0 0 307.37 93.4 451.6 0.79 -0.287 -482.4
2011 193 20 186.5 8.6 3.48 0 0 307.36 65.4 347.9 0.75 -0.102 -598.5
2011 193 20.5 195.8 10.2 3.17 0 0 307.43 22.3 305.2 0.56 -0.076 -747
2011 193 21 191.7 7.9 3.07 0 0 307.46 5.8 289 0.66 0.093 -4654.6
2011 193 21.5 255.4 1.6 2.51 0 0 307.22 11.5 243.6 0.62 -0.044 -1887.1
2011 193 22 265.4 3 3.28 0 0 306.86 -7.9 211.1 0.67 0.146 3567
2011 193 22.5 238.5 0.7 2.6 0 0 306.63 -28.9 233.4 0.75 0.243 1378.4
2011 193 23 226.7 3.8 2.18 0 0 306.42 -37.4 117.3 0.49 0.257 287.1
2011 193 23.5 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9 -9999.9
2011 194 0 183.7 5.1 1.67 0 0 305.78 -18.4 15.9 0.2 0.116 41.7
2011 194 0.5 203.9 0.2 1.36 0 0 305.19 -14.1 7.7 0.15 0.097 23.5
2011 194 1 210.3 0.3 1.52 0 0 304.75 0.6 12 0.15 0.012 -515
2011 194 1.5 193.5 3.8 1.66 0 0 303.76 -34.1 22.9 0.2 0.33 23.4
2011 194 2 192.5 3 1.48 0 0 303.28 -20 8.8 0.17 0.184 22.1
2011 194 2.5 198.5 4.4 1.63 0 0 302.91 -24.3 13.4 0.18 0.296 23.1
2011 194 3 188.8 3.8 1.61 0 0 302.83 -20.2 10.4 0.19 0.196 33.5
2011 194 3.5 175.8 4.5 1.79 0 0 302.84 -48.4 20.4 0.25 0.493 31.2
2011 194 4 177.9 3.4 1.66 0 0 302.82 -30.6 14.8 0.22 0.334 31.4
2011 194 4.5 86.4 9.9 1.31 0 0 302.89 -9.5 4 0.04 0.143 0.6
2011 194 5 169.2 6.7 1.34 0 0 301.85 -23 5.2 0.16 0.248 16.2
2011 194 5.5 195.7 1.9 1.95 0 0 302.08 -53.8 18 0.32 0.77 54.6
2011 194 6 197.7 2.9 1.68 0 0 302.25 -42.7 8.7 0.31 0.455 63.7
2011 194 6.5 208.8 2.1 2.1 0 0 302.2 -63.4 19.1 0.37 0.944 72.7
2011 194 7 213.3 3.3 1.71 0 0 302.1 -51.8 14.5 0.35 0.584 78.1
2011 194 7.5 202.1 4.1 1.35 0 0 301.71 -28.7 7.8 0.2 0.338 26.3
2011 194 8 219.1 0.5 1.28 0 0 301.37 -19.4 3.5 0.18 0.151 25.8
2011 194 8.5 185.9 4.4 1.2 0 0 301.17 -5.2 0.9 0.07 0.041 5.8
2011 194 9 283.9 1.9 0.35 0 0 300.55 -2.1 0.8 0.06 0.033 11.9
2011 194 9.5 80.6 10.7 1.2 0 0 300.15 1.8 -0.9 0.1 -0.046 -46.4
2011 194 10 110.8 8.4 1.75 0 0 300.04 -15.2 5 0.1 0.103 6.7
2011 194 10.5 108.1 10.4 1.34 0 0 299.96 -0.8 -4.5 0.05 -0.275 15.7
2011 194 11 108.2 11.2 0.95 0 0 300.09 -2.1 22.3 0.1 0.04 38
2011 194 11.5 151.1 9.9 1.35 0 0 301.01 -32.5 78.9 0.23 0.784 33
2011 194 12 194.8 8.8 1.55 0 0 301.84 -1.2 136.3 0.3 0.341 2104.9
2011 194 12.5 229.6 0.1 1.58 0 0 302.53 53.6 232.4 0.42 -0.501 -130.3
2011 194 13 244.8 0.4 1.38 0 0 303.25 49.5 215.9 0.34 -0.241 -76.3
2011 194 13.5 249.4 5.8 1.42 0 0 303.6 84.2 582.1 0.43 -0.265 -90.1
2011 194 14 154.4 19.1 1.48 0 0 304.02 77.2 282 0.34 -1.012 -47
2011 194 14.5 151.9 10.3 1.68 0 0 304.33 62.1 732.5 0.36 0.04 -68.9
2011 194 15 123.8 15.5 1.86 0 0 304.45 34.1 480 0.44 -0.412 -234.4
2011 194 15.5 61.3 20.4 2.32 0 0 304.81 65.3 334.1 0.24 -0.511 -19.6
2011 194 16 101.8 15.3 1.92 0 0 304.93 77.5 441.1 0.48 -0.759 -131.6
2011 194 16.5 140.3 14.8 1.68 0 0 305.32 128.4 528.1 0.56 -0.961 -124.3
2011 194 17 119 15.1 2.06 0 0 305.18 19.6 340.8 0.39 -0.49 -271.9
2011 194 17.5 161.8 16.6 1.51 0 0 305.37 15.4 304.4 0.36 -0.579 -289.3
2011 194 18 89.2 21.3 0.94 0 0 305.37 -4.8 341.9 0.17 -0.379 95.4
2011 194 18.5 274.2 4.7 1.81 0 0 304.43 3.2 131.2 0.31 -0.37 -843.6
2011 194 19 271.3 4.9 3.95 0 0 299.75 -111.9 -438.1 0.91 0.106 625.6
2011 194 19.5 339.3 8.9 1.82 0 0 297.88 -15.3 -1579.4 0.29 4.109 154.6
2011 194 20 16.2 36.8 0.67 0 0 297.92 8.4 457.7 0.22 -0.409 -122.7
2011 194 20.5 18.9 18.2 1.12 0 0 298.25 19.1 -98.4 0.19 0.718 -36.3
2011 194 21 9 27.9 0.74 0 0 298.79 6.7 -185.2 0.09 0.367 -11.8
2011 194 21.5 29.6 21.7 0.93 0 0 299.21 21.1 148.1 0.07 -0.365 -1.4
2011 194 22 49.3 17.5 0.31 0 0 299.73 4.4 766.3 0.08 -2.517 -12.3
2011 194 22.5 38.4 25.9 0.68 0 0 300.46 -6.6 -20.4 0.08 -0.085 6.8
2011 194 23 107.5 9.9 0.71 0 0 300.85 2.4 363.1 0.17 -5.236 -183.3
2011 194 23.5 219.3 2.1 1.07 0 0 300.64 3.8 -15.5 0.22 -0.349 -241.4
2011 195 0 165.9 4.3 1.37 0 0 300.13 -5.6 -1.3 0.03 0.115 0.3
2011 195 0.5 123 6.9 0.77 0 0 299.61 -4.9 -20.7 0.02 0.092 0.1
2011 195 1 25.2 14.9 0.78 0 0 299.5 2.9 11.4 0.05 -0.034 -5.2
2011 195 1.5 90.6 9.2 0.79 0 0 299.63 -2.9 2.6 0.04 0.283 1.8
2011 195 2 20.1 14.4 0.94 0 0 299.57 -1.5 4.3 0.07 0.041 18.1
2011 195 2.5 25.3 14 1.29 0 0 299.33 -6.4 -1.4 0.04 0.038 0.8
2011 195 3 247.1 1.6 1.38 0 0 299.13 -51.9 -146.3 0.26 -1.083 30
2011 195 3.5 343.2 12.1 1.97 0 0 298.66 -55.9 117.7 0.35 0.793 73.7
2011 195 4 324.8 12.7 1.81 0 0 297.85 -20.8 31.6 0.26 0.193 75.7
2011 195 4.5 334.1 11.7 1.53 0 0 297.31 -21 34.4 0.24 0.212 58.5
2011 195 5 348.5 12 1.96 0 0 297.1 -35.4 61.8 0.3 0.394 72.2
2011 195 5.5 359.2 15.3 1.61 0 0 296.69 -33.4 32.7 0.24 0.241 36.8
2011 195 6 344.5 12 1.47 0 0 296.12 -32.7 31.9 0.24 0.235 38.8
2011 195 6.5 346.2 13.9 1.45 0 0 295.62 -55.3 63.5 0.28 0.519 34.5
2011 195 7 352.8 12.3 1.74 0 0 295.31 -43.6 64.7 0.31 0.412 60.2
2011 195 7.5 337.1 12.1 1.79 0 0 294.94 -41.5 39.3 0.27 0.256 43.1
2011 195 8 329.9 9.3 1.81 0 0 294.48 -38 21.9 0.26 0.193 41
2011 195 8.5 331.6 9.2 1.71 0 0 293.98 -25.4 17.6 0.28 0.176 75.4
2011 195 9 343.5 9.6 1.94 0 0 293.8 -38.6 22.7 0.3 0.25 65.9
2011 195 9.5 339.2 9.6 1.73 0 0 293.43 -39.4 15.7 0.3 0.227 60.9
2011 195 10 338.2 10.3 1.83 0 0 293.22 -27.3 8.7 0.25 0.156 52.3
2011 195 10.5 339.4 13.8 1.37 0 0 293.14 -25.6 34 0.26 0.245 64.2
2011 195 11 332.8 11.9 1.39 0 0 293.54 -6.8 96.2 0.32 0.196 462.6
2011 195 11.5 320.6 6.7 2.28 0 0 294.04 12.3 122 0.49 -0.006 -872.1
2011 195 12 329.4 5.1 2.12 0 0 294.67 34.5 106.9 0.45 -0.115 -242.9
2011 195 12.5 331 7.2 2.01 0 0 295.69 62 192.4 0.5 -0.152 -184.2
2011 195 13 339.4 7.7 2.21 0 0 296.37 42.9 110 0.35 -0.19 -93.1
2011 195 13.5 326.3 10.7 2.4 0 0 296.84 94.7 209 0.51 -0.516 -132.3
2011 195 14 337.2 9.6 2.12 0 0 297.42 76.7 164.5 0.51 -0.352 -157.8
2011 195 14.5 334.9 5 2.47 0 0 297.68 105.7 207.3 0.47 -0.511 -91.3
2011 195 15 337.1 4.1 2.47 0 0 298.21 121.6 214.5 0.56 -0.627 -130.6
2011 195 15.5 301 6.3 2.29 0 0 298.57 140.2 235.7 0.38 -0.708 -36.3
2011 195 16 313.5 6.9 2.02 0 0 299.02 111.1 250.5 0.38 -0.653 -47.2
2011 195 16.5 332.5 13.4 2.03 0 0 299.48 142.4 430.1 0.47 -0.88 -67.6
2011 195 17 278.3 5.4 2.35 0 0 299.68 131.1 234.4 0.38 -0.644 -38.3
2011 195 17.5 236.8 8.8 2.31 0 0 300.01 120.1 183.6 0.48 -0.59 -81.8
2011 195 18 269.5 6.2 2.44 0 0 300.17 150.4 284.1 0.6 -0.735 -129.5
2011 195 18.5 283.7 3.2 2 0 0 300.33 138.9 249.5 0.33 -0.588 -23.3
2011 195 19 256.9 4.6 1.46 0 0 300.55 80.5 112.5 0.47 -0.588 -118.7
2011 195 19.5 233.3 4.9 1.91 0 0 300.77 179.7 376.8 0.37 -0.871 -26.5
2011 195 20 159 7.3 1.24 0 0 300.79 122.2 330.6 0.22 -0.653 -7.9
2011 195 20.5 106 24.1 1.53 0 0 300.81 102.2 236.1 0.25 -0.491 -13.4
2011 195 21 187.3 1.1 1.62 0 0 300.8 66.3 215.7 0.41 -0.509 -93.2
2011 195 21.5 150 8.5 1.68 0 0 300.93 29.8 120.2 0.28 -0.127 -65.2
2011 195 22 167.2 4 1.67 0 0 300.86 9.5 145.7 0.29 -0.059 -226
2011 195 22.5 114.5 7.2 1.69 0 0 300.81 5.7 171.5 0.33 0.038 -574.1
2011 195 23 106.7 9.7 1.56 0 0 300.59 -0.4 40.9 0.18 0.1 1188.3
2011 195 23.5 84.5 11.7 1.64 0 0 300.08 -8.4 44.8 0.18 0.082 69.7
2011 196 0 71.1 12.5 1.86 0 0 299.23 -9.6 15.6 0.12 0.027 15.6
2011 196 0.5 48.2 11.6 1.32 0 0 298.87 3.3 0.1 0.08 -0.003 -15.3
2011 196 1 36.3 12.1 1.92 0 0 298.7 -5.3 5.3 0.07 -0.011 5.7
2011 196 1.5 4.8 13.2 1.64 0 0 298.22 -3.6 2.1 0.05 0.044 2.4
2011 196 2 2.6 11.7 1.54 0 0 298.09 -0.9 -2.2 0.06 -0.04 19.8
2011 196 2.5 95.2 9.7 0.52 0 0 297.31 -18.5 27.2 0.09 0.598 4.1
2011 196 3 148.4 5.8 1.24 0 0 296.64 -62 19.3 0.18 0.589 8.8
2011 196 3.5 114.3 11.5 2.48 0 0 295.85 -53.2 -35.9 0.33 1.425 61.2
2011 196 4 81.2 13.2 2.17 0 0 296.02 -34.8 2.6 0.26 0.214 45.7
2011 196 4.5 68.3 17.2 2.12 0 0 295.88 -23.5 -0.1 0.26 0.233 68.9
2011 196 5 39.2 13.1 1.38 0 0 295.49 -16 2.3 0.17 0.13 29.5
2011 196 5.5 33.1 15.4 1.99 0 0 295.18 -21.3 3 0.24 0.221 63
2011 196 6 53.3 17.2 2.07 0 0 295 -28 5.5 0.24 0.241 43.4
2011 196 6.5 52.2 17.8 1.77 0 0 294.77 -16.9 6.2 0.22 0.12 61.3
2011 196 7 49.5 15.9 1.68 0 0 294.54 -10.6 1.9 0.11 0.091 11.2
2011 196 7.5 35.4 13.1 1.55 0 0 294.3 -6 -0.1 0.08 0.038 7.1
2011 196 8 31.9 12.5 0.98 0 0 294.28 -1.1 0.5 0.03 0.012 2.1
2011 196 8.5 1.9 12.6 1.46 0 0 294.18 -8.6 0.4 0.08 0.094 5
2011 196 9 52.8 11.8 1.29 0 0 294.09 -6.2 0.6 0.08 0.095 6.9
2011 196 9.5 70.6 11.5 1.06 0 0 294.16 -1.3 0.6 0.06 0.101 16.2
2011 196 10 163.6 4.7 0.34 0 0 294.04 -4.5 0.8 0.06 0.047 5.2
2011 196 10.5 123.7 6.2 0.95 0 0 294.33 -3.4 5.9 0.07 -0.036 10.2
2011 196 11 112.4 11.8 1.27 0 0 294.53 -12.9 18.6 0.14 0.333 20.9
2011 196 11.5 81.9 14.6 1.25 0 0 294.98 1.8 109 0.26 0.626 -941.3
2011 196 12 83 16.4 1.73 0 0 295.7 32.5 172.3 0.4 0.815 -183.3
2011 196 12.5 67.8 18.1 1.79 0 0 296.53 40.9 184.2 0.34 0.296 -85.6
2011 196 13 72.4 18 2.5 0 0 297.14 50.1 240.4 0.48 -0.106 -207.6
2011 196 13.5 81.6 13.1 1.66 0 0 297.76 62.9 387.6 0.49 -0.286 -173.6
2011 196 14 82.5 17.1 1.64 0 0 298.06 30.6 202.3 0.35 -0.383 -134.8
2011 196 14.5 96.2 13.6 1.5 0 0 297.94 20.7 214.4 0.42 -0.467 -322.7
2011 196 15 64.7 13.4 1.19 0 0 298.04 42 278.8 0.26 -0.516 -38.9
2011 196 15.5 91.2 20.4 1.91 0 0 298.36 62.5 378 0.4 -0.679 -93.5
2011 196 16 88 10.2 1.58 0 0 298.88 147.3 431.8 0.49 -1.078 -75.8
2011 196 16.5 80.8 17 1.61 0 0 298.65 21.9 262 0.4 -0.492 -260.5
2011 196 17 131 6.5 1.41 0 0 299.26 86.5 469.3 0.32 -1.044 -36.6
2011 196 17.5 121.9 14 1.48 0 0 299.2 31.4 250.5 0.35 -0.593 -131
2011 196 18 55.4 12.4 1.22 0 0 299.38 40.8 317.5 0.4 -0.462 -148.1
2011 196 18.5 0.7 13.3 1.81 0 0 299.69 125.4 471.1 0.55 -1.121 -123.1
2011 196 19 19.1 16.2 2.03 0 0 299.85 146.1 350.4 0.46 -0.725 -61.5
2011 196 19.5 2 27.1 2.25 0 0 299.89 141.3 325.7 0.45 -0.716 -59.3
2011 196 20 28.5 19.5 2.21 0 0 300.25 122.5 321.5 0.47 -0.536 -79.7
2011 196 20.5 23.6 21.5 2.4 0 0 300.23 114.1 266.5 0.39 -0.608 -49.4
2011 196 21 42.2 23.6 2.59 0 0 300.41 85.1 342.9 0.48 -0.496 -117.6
2011 196 21.5 21.8 20.8 2.45 0 0 300.47 48.7 197.2 0.43 -0.299 -147.1
2011 196 22 14.6 21.5 2.23 0 0 300.47 26.5 177 0.48 -0.256 -377.1
2011 196 22.5 15.2 14.3 1.6 0 0 300.39 6.4 72 0.41 0.104 -1020.5
2011 196 23 41.8 20.7 1.64 0 0 300.17 -5.6 2.4 0.22 -0.002 161.7
2011 196 23.5 44.7 17.9 1.68 0 0 299.73 -24.8 30.4 0.21 0.016 33.1
2011 197 0 53.3 16.8 1.91 0 0 299.17 -22.1 16.9 0.17 0.07 19.7
2011 197 0.5 61.8 13.1 1.93 0 0 298.65 -18.2 5.1 0.12 0.086 10
2011 197 1 46.8 12.8 1.96 0 0 298.25 -9.7 2.7 0.09 0.061 6.3
2011 197 1.5 48.8 14.1 2.06 0 0 297.73 -18.6 0.2 0.13 0.137 11.1
2011 197 2 46.5 12.5 1.91 0 0 297.42 -14.2 3 0.11 0.119 8.3
2011 197 2.5 61.7 13.2 1.37 0 0 297.11 -2.2 0.4 0.04 0.012 2.1
2011 197 3 18.1 11.1 1.08 0 0 296.83 -2.9 -0.8 0.04 0.011 2.4
2011 197 3.5 30.8 13.2 1.57 0 0 296.45 -5.1 1.5 0.06 0.028 4.8
2011 197 4 48.6 13 1.94 0 0 295.94 -9.9 1.8 0.08 0.054 5.7
2011 197 4.5 45.6 12 1.71 0 0 295.52 -11.2 1.9 0.11 0.087 11.2
2011 197 5 32.3 12 1.53 0 0 295.23 -3 0.4 0.04 0.018 1.4
2011 197 5.5 33.1 12.4 1.49 0 0 295.02 -4 0.9 0.04 0.024 1.6
2011 197 6 11 14.5 0.47 0 0 294.16 4.1 -1.2 0.08 -0.062 -10.8
2011 197 6.5 120.8 15.6 0.23 0 0 294.02 -0.8 -0.9 0.01 -0.011 0.1
2011 197 7 7.9 14.9 0.49 0 0 293.9 0 0.6 0.03 0.01 -193.7
2011 197 7.5 169.8 79.3 0.02 0 0 293.5 -3.4 -15.2 0.05 -0.309 3.5
2011 197 8 286.2 10.2 0.76 0 0 293.03 0 9.6 0.1 1.133 -9990
2011 197 8.5 262.7 1.9 0.56 0 0 293.07 -7.4 -0.1 0.07 0.319 4.1
2011 197 9 153.3 5.6 0.48 0 0 292.88 -13.2 2.2 0.05 0.832 0.8
2011 197 9.5 99.8 11.1 0.5 0 0 292.66 -5.4 -3.8 0.06 0.219 3.8
2011 197 10 224.8 0.2 0.19 0 0 292.43 -1.6 -0.2 0.03 -0.005 2.2
2011 197 10.5 172.6 15.7 0.11 0 0 292.54 0.8 4.4 0.06 0.117 -24.1
2011 197 11 163.9 11.3 0.33 0 0 293.11 -8.2 -5 0.07 0.04 4.5
2011 197 11.5 81.5 12.9 0.89 0 0 294.43 0.7 21.3 0.14 0.353 -371.2
2011 197 12 49.7 17.8 1.22 0 0 295.94 -35 56.1 0.26 1.465 44.3
2011 197 12.5 59.9 17.8 1.79 0 0 297.41 24.7 194.2 0.42 1.202 -277.4
2011 197 13 68.7 17 2.12 0 0 298.26 50.1 246.3 0.44 0.281 -162.4
2011 197 13.5 40.7 20.6 2 0 0 298.88 79.4 240.4 0.38 -0.291 -64.2
2011 197 14 90 20.1 2.09 0 0 299.38 109.2 445.5 0.45 -0.12 -77
2011 197 14.5 68.2 22.6 1.83 0 0 299.69 128.5 333.3 0.44 -0.721 -61.2
2011 197 15 3.4 21 1.58 0 0 300.44 243.2 117.8 0.37 -1.659 -19.3
2011 197 15.5 42.4 23 1.64 0 0 300.64 144.1 379.3 0.3 -0.705 -18
2011 197 16 19.3 33.5 1.94 0 0 301.07 100.1 182.1 0.06 -0.481 -0.2
2011 197 16.5 5.8 15.8 2.23 0 0 301.25 157.2 302.5 0.67 -0.936 -180.7
2011 197 17 4.4 21.2 2.56 0 0 301.31 155.6 367.5 0.49 -0.853 -70.7
2011 197 17.5 15.9 19.8 2.24 0 0 301.68 262.1 497.1 0.57 -1.352 -66.2
2011 197 18 25.7 19.2 2.88 0 0 301.65 152.1 428.5 0.74 -0.614 -246
2011 197 18.5 27 19.4 2.61 0 0 301.74 99.4 363.7 0.51 -0.536 -124.4
2011 197 19 5.8 20.3 2.71 0 0 302.04 154.1 388.9 0.58 -0.813 -116.8
2011 197 19.5 16.1 21.1 2.25 0 0 302.27 188.6 360 0.63 -0.781 -122.8
2011 197 20 6.1 20.4 2.4 0 0 302.34 127.8 276.8 0.68 -0.612 -227.8
2011 197 20.5 43.6 17.6 2.51 0 0 302.31 175.9 396.3 0.54 -0.981 -83.5
2011 197 21 79.9 10.3 2.42 0 0 302.31 102.8 267.9 0.55 -0.51 -148.7
2011 197 21.5 6 19.2 2.5 0 0 302.24 14.4 214.5 0.33 0.022 -222.5
2011 197 22 9.5 18.6 2.07 0 0 302.26 6 88.8 0.38 0.016 -872.4
2011 197 22.5 25.6 15.3 2.03 0 0 302.28 6.5 150.3 0.52 0.117 -2020.5
2011 197 23 10 21.3 2.01 0 0 302.05 -24.5 92.2 0.31 0.24 110.2
