File generated by Rfunction: Gera.fluxnew.yy.func1 
 TimeStamp at the begining of period
 version 1: Block average, density(WPL) corrections,and flow rotation
 yy jday hhdec(GMT) alfa(deg) beta(deg)  u(m/s) v(m/s) w(m/s)  H(W/m2) LE(W/m2) ustr(m/s)  wco2(mg/m2/s) MOL(m)
2011 209 17.5 353.6 7.2 1 0 0 306.02 28.7 215.5 0.27 -0.648 -65.3
2011 209 18 227.1 6 0.71 0 0 306.2 22.9 147.7 0.16 -0.436 -18.2
2011 209 18.5 304.4 6.5 1.08 0 0 306.01 51.5 -153.7 0.27 0.587 -35.5
2011 209 19 225.5 3.2 2.1 0 0 305.93 149.7 295.8 0.39 -0.974 -37.8
2011 209 19.5 204 2.2 2.38 0 0 306 81 146.8 0.24 -0.54 -16.6
2011 209 20 182.6 0.6 2.41 0 0 306.15 104.8 214.1 0.33 -0.775 -33.1
2011 209 20.5 191.2 1.5 2.68 0 0 306.12 76 166.7 0.29 -0.563 -30.8
2011 209 21 208.7 3.1 2.7 0 0 306.06 65.6 196.7 0.32 -0.639 -46.3
2011 209 21.5 208.1 0 2.87 0 0 305.96 30.4 57.4 0.35 -0.149 -129
2011 209 22 202.8 0.9 2.53 0 0 305.72 25.1 78 0.4 -0.139 -247.6
2011 209 22.5 179.6 0.1 2.36 0 0 305.62 27 138.4 0.43 -0.309 -274.2
2011 209 23 167.2 3.6 2.5 0 0 305.43 -4.9 51.1 0.38 0.095 1036.6
2011 209 23.5 140.3 9.9 2.4 0 0 305 -19.2 16 0.32 0.248 157.9
2011 210 0 143.9 8.9 1.76 0 0 304.6 -9.3 12.5 0.18 0.134 61
2011 210 0.5 86.6 16 1.56 0 0 304.5 -17.7 -6 0.3 0.138 142.7
2011 210 1 70.8 17.9 1.75 0 0 304.59 -12.8 2 0.19 0.201 53.7
2011 210 1.5 101 14.1 1.71 0 0 304.56 -8.5 2.6 0.12 0.157 21.9
2011 210 2 113.4 11 1.9 0 0 304.18 -19 7.2 0.22 0.287 51.5
2011 210 2.5 118.4 9.4 1.73 0 0 304.05 -24.7 12.6 0.25 0.439 61.3
2011 210 3 217 6.3 1.24 0 0 303.73 2.5 -1.6 0.13 -0.073 -81.3
2011 210 3.5 131.8 8.5 1.81 0 0 303.31 -5.6 4.1 0.1 0.16 14.9
2011 210 4 135.7 7.4 1.36 0 0 303 -6.5 2 0.02 0.093 0.1
2011 210 4.5 161.3 3.6 1.36 0 0 302.69 -3.3 1.5 0.06 0.093 6.3
2011 210 5 151.2 7.8 1.14 0 0 302.59 -1.4 0.2 0.04 0.04 3.7
2011 210 5.5 172.1 1.3 1.01 0 0 302.51 -3.5 1.3 0.07 0.167 10.9
2011 210 6 184.3 3.1 1.45 0 0 302.06 -0.2 -0.6 0.03 -0.007 21.7
2011 210 6.5 171.5 3.3 1.29 0 0 301.67 -2.1 1.2 0.06 0.152 9.9
2011 210 7 184.9 4.1 0.81 0 0 301.44 0.7 -0.8 0.04 -0.043 -8.9
2011 210 7.5 148.5 6.6 0.76 0 0 301.21 0.4 -0.5 0.02 -0.038 -1.2
2011 210 8 100.5 12.9 0.84 0 0 301.11 -2.6 -0.2 0.08 0.094 19.3
2011 210 8.5 214.8 1.5 0.64 0 0 301.2 -0.7 -0.1 0.06 0.049 33.6
2011 210 9 149.2 10.2 0.34 0 0 301.44 -4.3 -8.3 0.1 0.227 20.8
2011 210 9.5 349.8 6.2 0.3 0 0 301.34 -0.6 0.2 0.01 -0.007 0.4
2011 210 10 329.3 5.5 0.68 0 0 301.61 -4.5 0.4 0.04 -0.202 0.9
2011 210 10.5 354.9 2.2 0.22 0 0 301.71 -0.4 -0.5 0.03 -0.037 8
2011 210 11 84.3 12.6 1.01 0 0 301.79 5.1 -8.1 0.09 -0.075 -13.1
2011 210 11.5 171.6 8.8 1.12 0 0 302.45 -8.7 33.3 0.26 1.036 184.4
2011 210 12 144.8 15.5 0.9 0 0 303.27 -4.9 106 0.18 0.529 119.9
2011 210 12.5 152.5 13.7 1.64 0 0 304.52 17.1 206.5 0.3 0.248 -156
2011 210 13 154.1 10.6 2.13 0 0 305.58 26.1 380.7 0.5 1.122 -450.6
2011 210 13.5 157.2 10.7 2.9 0 0 306.31 45 327.1 0.65 0.058 -584.1
2011 210 14 170.3 7.4 2.81 0 0 306.9 77.3 335.5 0.69 -0.392 -400.8
2011 210 14.5 160.3 11.5 4.23 0 0 307.29 140.6 393 0.81 -0.499 -353.9
2011 210 15 172.6 10.5 4.09 0 0 307.85 156.1 462.9 0.78 -0.625 -290.5
2011 210 15.5 142.3 7.8 2.62 0 0 308.69 133.2 447.3 0.74 -0.459 -284.7
2011 210 16 175.1 12.3 3.38 0 0 309.05 170.6 472.2 0.68 -0.536 -169.1
2011 210 16.5 192.5 4.8 3.15 0 0 309.51 194.7 501.4 0.8 -0.647 -244.4
2011 210 17 177.1 8.4 3.84 0 0 309.86 252.4 702.8 0.91 -0.762 -274.5
2011 210 17.5 197.2 4.2 2.78 0 0 310.03 281.2 715.8 0.9 -0.626 -244.4
2011 210 18 146.7 4.8 1.71 0 0 310.04 119.7 381.9 0.62 -0.44 -188
2011 210 18.5 149 12.7 2.93 0 0 310.21 71 379.6 0.56 -0.316 -230
2011 210 19 144.5 10.8 2.96 0 0 310.53 91.2 469.1 0.64 -0.099 -271.5
2011 210 19.5 131.4 15.2 2.73 0 0 310.75 38.2 374 0.68 -0.093 -751.1
2011 210 20 79.7 15.2 3.65 0 0 310.95 57.8 304.6 0.73 0.067 -634.8
2011 210 20.5 67.6 16.7 2.21 0 0 311.06 17.3 211.5 0.49 0.092 -615.1
2011 210 21 71.3 16.8 2.98 0 0 311.28 -14.6 349.3 0.65 0.432 1758.8
2011 210 21.5 101.7 12.5 2.43 0 0 311.3 -35.3 240.7 0.61 0.423 595.7
2011 210 22 120.4 12.9 2.29 0 0 311.4 -61.3 276.3 0.56 0.394 265.6
2011 210 22.5 126 10.9 3 0 0 311.26 -92.2 134.8 0.64 0.758 259.8
2011 210 23 106.6 10 2.32 0 0 310.94 -89.7 176.9 0.62 1.303 249.3
2011 210 23.5 98.3 10.1 2.28 0 0 310.4 -93.6 114 0.44 1.308 83.4
2011 211 0 154.4 8.5 2.63 0 0 309.68 -141.1 147 0.41 2.468 46.8
2011 211 0.5 225.2 2.7 3.18 0 0 307.27 -10.5 53.6 0.7 0.816 3062.1
2011 211 1 184.3 4.2 1.57 0 0 306.36 -31.4 18.2 0.35 0.281 127.6
2011 211 1.5 258.8 1.2 1.25 0 0 305.65 -33.4 19.5 0.31 0.402 82.8
2011 211 2 204.5 6.1 0.79 0 0 305 -13.9 7.5 0.17 0.203 34.4
2011 211 2.5 119 8.3 0.75 0 0 304.54 -3.5 5.2 0.03 0.021 0.5
2011 211 3 143.8 6.9 1.03 0 0 304.42 -6.5 0.5 0.07 0.078 4.2
2011 211 3.5 193.1 4.7 1.48 0 0 303.96 -41.6 17.5 0.26 0.501 39.6
2011 211 4 197.3 8.2 1.66 0 0 303.67 -36.7 -3.7 0.34 0.691 95.5
2011 211 4.5 206.4 4.3 1.42 0 0 303.55 -29.1 4.9 0.31 0.407 93.7
2011 211 5 207.3 1.7 1.26 0 0 303.13 -33 10.3 0.34 0.448 114.7
2011 211 5.5 205 1.7 1.18 0 0 302.9 -10.9 2.4 0.21 0.138 84.2
2011 211 6 179.1 8.4 1.6 0 0 302.67 -14.8 2.3 0.23 0.125 76.4
2011 211 6.5 147.7 6.4 1.31 0 0 302.35 -14.3 4.6 0.22 0.197 70.9
2011 211 7 151.5 7.6 1.31 0 0 302.19 -20.6 7.7 0.23 0.258 53.4
2011 211 7.5 191.6 4.6 1.49 0 0 301.92 -34.3 10.1 0.3 0.411 73.5
2011 211 8 211.7 1.7 0.85 0 0 301.73 -16 3.5 0.2 0.137 47.9
2011 211 8.5 106.1 6.8 0.7 0 0 301.24 -2.8 -1.5 0.08 0.054 17.5
2011 211 9 50 14.3 0.35 0 0 301.28 6.5 -0.8 0.11 -0.097 -17.2
2011 211 9.5 174 6.9 1.49 0 0 301.41 -15.5 2.5 0.19 0.159 41.1
2011 211 10 217.1 2.5 1.32 0 0 301.02 -17.9 1.9 0.21 0.166 46.2
2011 211 10.5 216.1 4.5 1.11 0 0 300.79 -31.7 5.4 0.28 0.301 65.4
2011 211 11 242.5 4.4 1.74 0 0 301.14 -25.5 51.1 0.4 0.492 229.6
2011 211 11.5 259.4 3.5 1.65 0 0 301.68 16 104.6 0.52 0.162 -809.9
2011 211 12 269.1 5.2 2.06 0 0 302.23 55.5 189.9 0.57 -0.15 -305.7
2011 211 12.5 273.1 7.6 2.44 0 0 302.45 65.7 186.1 0.54 -0.56 -221.8
2011 211 13 299.2 3.5 2.16 0 0 302.71 31.9 243.5 0.48 -0.629 -315.7
2011 211 13.5 295.2 7.6 1.87 0 0 302.57 19.8 290.9 0.45 -0.642 -430
2011 211 14 306.1 8.3 1.9 0 0 302.62 24.1 196.1 0.43 -0.407 -313.6
2011 211 14.5 332.2 6.1 2.24 0 0 303.1 71.1 312.3 0.42 -0.436 -99
2011 211 15 303.1 6.2 2.56 0 0 303.46 136 252 0.57 -0.957 -129.5
2011 211 15.5 263.1 1.8 2.83 0 0 303.93 222.4 310.3 0.66 -0.88 -119.4
2011 211 16 269.7 2.1 2.47 0 0 304.49 209.5 306.2 0.56 -0.877 -79.5
2011 211 16.5 289.9 1 2.38 0 0 304.94 228.9 274.6 0.46 -0.788 -40.7
2011 211 17 288.9 0.2 2.19 0 0 305.22 191.6 280.3 0.53 -0.657 -73.4
2011 211 17.5 289.6 0.2 2.11 0 0 305.7 259.5 431.2 0.51 -0.885 -46.3
2011 211 18 249.9 3.5 2.06 0 0 305.85 188.4 366.5 0.52 -0.747 -70.4
2011 211 18.5 292.1 3.6 1.9 0 0 305.82 140.5 226.8 0.36 -0.602 -31.4
2011 211 19 268.4 7.4 1.52 0 0 306.14 145.1 284.4 0.09 -0.435 -0.4
2011 211 19.5 240.9 3.9 1.93 0 0 306.5 145.8 295.4 0.4 -0.627 -39.7
2011 211 20 264.2 5.2 1.77 0 0 306.56 90.9 179.7 0.33 -0.339 -35.4
2011 211 20.5 326.8 9.2 1.35 0 0 306.7 37.5 170.8 0.36 -0.295 -116.5
2011 211 21 311.3 5.2 1.59 0 0 306.78 52.8 129.7 0.23 -0.272 -21.2
2011 211 21.5 349.8 16.3 1.11 0 0 306.98 35.1 111 0.38 -0.28 -141.6
2011 211 22 271.4 9.1 1.34 0 0 306.89 12 101.1 0.22 -0.159 -88.5
2011 211 22.5 349.3 3.4 1.01 0 0 307.03 17.8 44 0.06 -0.038 -1.1
2011 211 23 304.7 17.6 0.49 0 0 306.93 1 33.8 0.12 -0.019 -160.9
2011 211 23.5 257.4 11.1 1.42 0 0 306.35 1.3 -8.7 0.05 -0.065 -7.2
2011 212 0 214.5 4.5 1.19 0 0 306.08 2 -8.1 0.04 0.014 -2
2011 212 0.5 193.7 0.4 2.21 0 0 304.76 63.1 -173.7 0.22 -0.394 -16.1
2011 212 1 173.2 2.9 1.67 0 0 303.61 -15 0 0.15 0.212 21.7
2011 212 1.5 168.4 3.5 1.55 0 0 303.61 -8.8 8.3 0.09 0.106 7.7
2011 212 2 195.2 0.4 1.73 0 0 303.57 -7.6 7.3 0.07 0.096 3.8
2011 212 2.5 132.9 20.7 0.15 0 0 302.55 29.8 -32.5 0.17 -0.75 -14.9
2011 212 3 77.9 19.5 0.29 0 0 302.6 -0.2 -0.8 0.04 -0.004 24.4
2011 212 3.5 310.2 3.1 0.32 0 0 301.95 -12.2 14.7 0.1 0.293 7.4
2011 212 4 335.6 2.6 0.44 0 0 301.82 0.2 1.4 0.05 0.164 -45.9
2011 212 4.5 306.5 1.4 0.36 0 0 301.49 -0.6 8.3 0.05 -0.012 25.9
2011 212 5 326.7 1.8 0.55 0 0 300.76 -2.5 -4.4 0.04 0.157 2.4
2011 212 5.5 335.7 1.5 0.38 0 0 300.82 -2.7 3.1 0.05 0.092 4.3
2011 212 6 344.2 3.1 0.36 0 0 300.57 -0.2 -5.9 0.02 -0.146 2.2
2011 212 6.5 297.6 2.4 0.58 0 0 299.9 -3.4 -5.1 0.08 -0.01 12.5
2011 212 7 308.1 1.4 0.41 0 0 300.21 -1.7 -17.5 0.05 -0.409 7
2011 212 7.5 271.7 2.1 0.54 0 0 299.52 1.9 -2.5 0.04 -0.071 -3.9
2011 212 8 352.9 13.9 0.49 0 0 299.39 1.4 0.3 0.03 0.02 -1.2
2011 212 8.5 343.8 14 0.9 0 0 299.25 -3 2 0.04 0.239 1.4
2011 212 9 350.9 13.9 0.79 0 0 298.82 0 -0.9 0.06 -0.059 -724.7
2011 212 9.5 327.1 13.7 0.86 0 0 298.6 0.2 0.9 0.09 -0.026 -360.2
2011 212 10 327.5 22.1 0.44 0 0 297.89 -10 -3.1 0.16 0.129 40.7
2011 212 10.5 252.2 9.1 0.51 0 0 298.04 2.4 -2.3 0.02 -0.015 -0.5
2011 212 11 227.9 2.1 0.42 0 0 298.24 3.5 18.1 0.06 -0.147 -4.5
2011 212 11.5 292.1 7.3 0.93 0 0 299.15 9 88.2 0.19 0.103 -68.2
2011 212 12 326.9 23.7 0.49 0 0 300.38 21.7 101.6 0.15 0.235 -13.9
2011 212 12.5 352.2 9.6 0.86 0 0 301.54 14.5 151 0.16 0.536 -28.3
2011 212 13 348.9 1.6 0.71 0 0 302.33 21.9 30.4 0.09 -0.046 -3.3
2011 212 13.5 267.2 36.1 0.43 0 0 303 7 18.4 0.09 0.146 -10.7
2011 212 14 351.8 12 0.34 0 0 303.72 87 283.4 0.21 -0.317 -9.4
2011 212 14.5 217.4 26.1 0.74 0 0 304.38 136.2 112.7 0.13 -1.278 -1.4
2011 212 15 292.7 9 1.56 0 0 304.93 168.6 238.7 0.48 -0.859 -59.2
2011 212 15.5 292.4 2.2 1.49 0 0 305.23 186.8 363.8 0.4 -0.198 -33
2011 212 16 342 5.1 1.77 0 0 305.57 160.8 259.5 0.37 -0.47 -28.2
2011 212 16.5 228.7 1.1 1.24 0 0 306.14 191.7 387.4 0.53 -0.667 -71.1
2011 212 17 213.3 2.5 1.43 0 0 306.38 253.2 326.4 0.22 -0.669 -3.9
2011 212 17.5 248 6.3 1.71 0 0 306.71 164.6 156.3 0.15 -0.63 -1.9
2011 212 18 195.7 20.9 1.79 0 0 307.07 196.4 75.3 0.28 -0.608 -10.4
2011 212 18.5 216.2 13.9 1.61 0 0 307.13 209.2 201.2 0.08 -0.757 -0.2
2011 212 19 286.1 7.3 1.94 0 0 307.3 114.3 169.1 0.57 -0.327 -152.9
2011 212 19.5 284.6 7.3 1.8 0 0 307.45 137.6 198.3 0.53 -0.418 -99
2011 212 20 279.3 6.3 2.75 0 0 307.32 146.9 275.9 0.7 -0.372 -215.3
2011 212 20.5 263.7 2 2.1 0 0 307.16 97.2 256.2 0.55 -0.212 -153.2
2011 212 21 304 5.1 1.9 0 0 306.95 71.9 175 0.46 -0.277 -122.5
2011 212 21.5 281.5 1.9 2.43 0 0 306.79 35.6 116 0.5 -0.107 -323.4
2011 212 22 315.1 4.1 1.79 0 0 306.7 10.8 68.1 0.29 -0.051 -206.6
2011 212 22.5 325.8 10.6 1.07 0 0 306.66 9.9 48.4 0.25 -0.104 -138.7
2011 212 23 302.2 12.3 0.94 0 0 306.49 -6.7 34.2 0.18 -0.028 87.1
2011 212 23.5 339.2 12.5 0.59 0 0 306.3 1.9 -1.2 0.06 -0.017 -10.9
